timestamp,test-class,test-method,time,description,result
2021-09-09 20:20:07.341,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,266,"[3] id=34",OK
2021-09-09 20:20:07.915,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,305,"[4] id=35",OK
2021-09-09 20:20:08.47,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,312,"[5] id=36",OK
2021-09-09 20:20:09.012,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,292,"[6] id=37",OK
2021-09-09 20:20:09.53,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,266,"[7] id=38",OK
2021-09-09 20:20:10.056,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,273,"[8] id=39",OK
2021-09-09 20:20:10.572,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,268,"[9] id=40",OK
2021-09-09 20:20:11.082,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,272,"[10] id=41",OK
2021-09-09 20:20:11.605,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,277,"[11] id=42",OK
2021-09-09 20:20:23.197,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,3362,"[1] recordIndex=0, title=Prepare the sour cream topping, description=Place sour cream in a medium sized bowl, stir in the powdered sugar and vanilla, until smooth. Chill until you are ready to serve the cake., workload=99.59, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2019/04/24 07:30, end=2021/04/24 09:15, visibility=PUBLIC",OK
2021-09-09 20:20:26.24,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,2781,"[2] recordIndex=1, title=Process graham crackers, mix with sugar, salt, butter, description=Pulse the graham crackers in a food processor or blender until finely ground. Put in a large bowl, and stir in the sugar and salt. Stir in the melted butter. Preheat oven to 350°F (175°C), with rack in lower third of oven., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/13 12:30, end=2021/04/13 14:30, visibility=PUBLIC",OK
2021-09-09 20:20:29.454,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,2939,"[3] recordIndex=2, title=Beat cream cheese, then sugar, description=Cut the cream cheese into chunks and place in the bowl of an electric mixer, with the paddle attachment. Mix on medium speed for 4 minutes until smooth, soft and creamy. Add the sugar, beat for 4 minutes more., workload=8.00, link=null, start=2021/04/24 00:30, end=2021/04/25 01:15, visibility=PUBLIC",OK
2021-09-09 20:20:32.533,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,2815,"[4] recordIndex=3, title=Prepare the raspberry sauce, description=Place raspberries, sugar, and water in a small saucepan. Use a potato masher to mash the raspberries. Heat on medium, whisking, about 5 minutes, until the sauce begins to thicken. Remove from heat. Let cool., workload=0.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/25 14:30, end=2021/04/25 16:30, visibility=PUBLIC",OK
2021-09-09 20:20:35.772,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,3005,"[5] recordIndex=4, title=Add salt, vanilla, then eggs, then sour cream, description=Add the salt and vanilla, beating after each addition. Add the eggs, one at a time, beating on medium low speed for one minute after each addition. Add the sour cream, beat until incorporated., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/05/13 14:30, end=2021/05/13 17:00, visibility=PUBLIC",OK
2021-09-09 20:20:50.202,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5837,"[1] recordIndex=10, title=Task 1: Initialize project, description=Create a new repository in Git and upload the StarterProject, workload=1.00, link=http://example.org, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PUBLIC",OK
2021-09-09 20:20:55.796,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5353,"[2] recordIndex=11, title=Task 2: Startup project, description=Add tools in workspace, workload=2.00, link=null, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PRIVATE",OK
2021-09-09 20:21:01.357,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5285,"[3] recordIndex=12, title=Study of the sex of wild animal life in dry areas, description=Lorem ipsum dolorem, workload=99.59, link=https://lol.org, startPeriod=2022/09/13 10:30, endPeriod=2024/09/13 12:30, visibility=PRIVATE",OK
2021-09-09 20:21:08.879,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7251,"[4] recordIndex=13, title=a, description=a, workload=1.00, link=http://AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA.es, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PUBLIC",OK
2021-09-09 20:21:16.393,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7259,"[5] recordIndex=14, title=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, description=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, workload=1.00, link=http://example.org, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PUBLIC",OK
2021-09-09 20:21:23.867,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7227,"[6] recordIndex=15, title=Task 2: Startup project, description=Add tools in workspace, workload=1.59, link=null, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PRIVATE",OK
2021-09-09 20:21:29.483,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5343,"[7] recordIndex=16, title=Task 2: Startup project, description=Add tools in workspace, workload=0.01, link=null, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PRIVATE",OK
2021-09-09 20:21:34.955,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5178,"[8] recordIndex=17, title=Task 2: Startup project, description=Add tools in workspace, workload=0.00, link=null, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PRIVATE",OK
2021-09-09 20:21:41.664,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6405,"[9] recordIndex=18, title=Task 2: Startup project, description=Add tools in workspace, workload=1.00, link=null, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PRIVATE",OK
2021-09-09 20:21:45.738,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3611,"[1] recordIndex=0, title=Task 1: Initialize project, description=Create a new repository in Git and upload the StarterProject, workload=1.00, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=null, visibility=PUBLIC",OK
2021-09-09 20:21:49.894,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3890,"[2] recordIndex=1, title=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, description=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, workload=1.00, link=http://example.org, startPeriod=null, endPeriod=2021/09/13 11:30, visibility=PRIVATE",OK
2021-09-09 20:21:53.464,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3292,"[3] recordIndex=2, title=Task 1: Initialize project, description=Create a new repository in Git and upload the StarterProject, workload=null, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=null",OK
2021-09-09 20:21:57.342,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3613,"[4] recordIndex=3, title=Task 1: Initialize project, description=null, workload=1.00, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PUBLIC",OK
2021-09-09 20:22:01.115,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3455,"[5] recordIndex=4, title=null, description=Create a new repository in Git and upload the StarterProject, workload=1.00, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PUBLIC",OK
2021-09-09 20:22:04.486,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3112,"[6] recordIndex=5, title=null, description=null, workload=null, link=null, startPeriod=null, endPeriod=null, visibility=null",OK
2021-09-09 20:22:07.988,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3162,"[7] recordIndex=6, title=Example title, description=Example description, workload=0.01, link=http://lol.org, startPeriod=2021/09/15 10:30, endPeriod=2021/09/15 10:29, visibility=null",OK
2021-09-09 20:22:11.601,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3361,"[8] recordIndex=7, title=Example title, description=Example description, workload=0.00, link=null, startPeriod=10:30, endPeriod=2021/09/15 10:30, visibility=PRIVATE",OK
2021-09-09 20:22:15.407,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3515,"[9] recordIndex=8, title=Example title, description=Example description, workload=0.02, link=http://AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA.com, startPeriod=10:30, endPeriod=2021/09/15 10:31, visibility=PUBLIC",OK
2021-09-09 20:22:19.208,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3502,"[10] recordIndex=9, title=Example title, description=Example description, workload=0.50, link=http:/err.org, startPeriod=2021/09/15 10:00, endPeriod=2021/09/15 10:30, visibility=PRIVATE",OK
2021-09-09 20:22:22.848,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3342,"[11] recordIndex=10, title=Example title, description=Example description, workload=10000, link=null, startPeriod=2021/09/13 10:30, endPeriod=2022/09/13 11:30, visibility=PUBLIC",OK
2021-09-09 20:22:28.031,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4885,"[12] recordIndex=11, title=Example title, description=Example description, workload=15000, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2022/09/13 11:30, visibility=PUBLIC",OK
2021-09-09 20:22:32.523,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4044,"[13] recordIndex=12, title=Example title, description=Example description, workload=0.502, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PUBLIC",OK
2021-09-09 20:22:36.215,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3426,"[14] recordIndex=13, title=Example title, description=Example description, workload=0.5026, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PRIVATE",OK
2021-09-09 20:22:40.11,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3539,"[15] recordIndex=14, title=Example title, description=Example description, workload=-1, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PRIVATE",OK
2021-09-09 20:22:43.919,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3547,"[16] recordIndex=15, title=Example title, description=Example description, workload=1.01, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PRIVATE",OK
2021-09-09 20:22:59.216,acme.testing.manager.task.ManagerTaskListTest,listPositive,4991,"[1] recordIndex=0, user=manager2, password=manager2, title=Process graham crackers, mix with sugar, salt, butter, description=Pulse the graham crackers in a food processor or blender until finely ground. Put in a large bowl, and stir in the sugar and salt. Stir in the melted butter. Preheat oven to 350°F (175°C), with rack in lower third of oven., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/13 12:30, end=2021/04/13 14:30, visibility=PUBLIC",OK
2021-09-09 20:23:03.155,acme.testing.manager.task.ManagerTaskListTest,listPositive,3578,"[2] recordIndex=1, user=manager2, password=manager2, title=Bake the crust, description=Place the pan on a baking sheet and bake at 350°F (175°C) for 10 minutes. Remove from the oven and let cool. While the crust is cooling, you can skip ahead and start on the filling. Wait until the crust has cooled to wrap the pan in foil in the next step., workload=8.00, link=null, start=2021/04/23 14:00, end=2021/04/24 15:15, visibility=PRIVATE",OK
2021-09-09 20:23:07.327,acme.testing.manager.task.ManagerTaskListTest,listPositive,3798,"[3] recordIndex=0, user=manager1, password=manager1, title=Press the graham cracker crumbs into the bottom of the springform pan, description=Use a 9” x 2-3/4” round springform pan. Gently press down on the crumbs using your fingers, until the crumbs are a nice even layer at the bottom of the pan, with maybe just a slight rise along the inside edges of the pan., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/20 14:30, end=2021/04/20 15:30, visibility=PRIVATE",OK
2021-09-09 20:23:11.387,acme.testing.manager.task.ManagerTaskListTest,listPositive,3783,"[4] recordIndex=1, user=manager1, password=manager1, title=Beat cream cheese, then sugar, description=Cut the cream cheese into chunks and place in the bowl of an electric mixer, with the paddle attachment. Mix on medium speed for 4 minutes until smooth, soft and creamy. Add the sugar, beat for 4 minutes more., workload=8.00, link=null, start=2021/04/24 00:30, end=2021/04/25 01:15, visibility=PUBLIC",OK
2021-09-09 20:23:15.061,acme.testing.manager.task.ManagerTaskListTest,listPositive,3386,"[5] recordIndex=2, user=manager1, password=manager1, title=Prepare the raspberry sauce, description=Place raspberries, sugar, and water in a small saucepan. Use a potato masher to mash the raspberries. Heat on medium, whisking, about 5 minutes, until the sauce begins to thicken. Remove from heat. Let cool., workload=0.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/25 14:30, end=2021/04/25 16:30, visibility=PUBLIC",OK
2021-09-09 20:23:18.611,acme.testing.manager.task.ManagerTaskListTest,listPositive,3257,"[6] recordIndex=3, user=manager1, password=manager1, title=Sauté the onion and garlic, description=Heat the olive oil in a large skillet over medium. Add 3/4 of the sliced onion and sauté until nearly tender, about 5 minutes. Add the garlic and sauté to soften, 2 minutes., workload=0.01, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/25 19:30, end=2021/04/25 20:15, visibility=PRIVATE",OK
2021-09-09 20:23:22.279,acme.testing.manager.task.ManagerTaskListTest,listPositive,3374,"[7] recordIndex=4, user=manager1, password=manager1, title=Triple wrap pan in heavy duty foil, description=Prepare the springform pan so that no water leaks into it while cooking. Place a large 18-inch by 18-inch square of heavy duty aluminum foil on a flat surface. Place the springform pan in the middle of the foil. Gently fold up the sides of the foil around the pan. Make sure to do this gently so that you don't create any holes in the foil., workload=89.35, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/25 20:10, end=2023/04/25 22:30, visibility=PRIVATE",OK
2021-09-09 20:23:26.449,acme.testing.manager.task.ManagerTaskListTest,listPositive,3886,"[8] recordIndex=5, user=manager1, password=manager1, title=Add the heavy cream, description=Beat until incorporated. Remember to scrape down the sides of the mixer bowl, and scrape up any thicker bits of cream cheese that have stuck to the bottom of the mixer that paddle attachment has failed to incorporate., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 19:30, end=2021/06/13 20:30, visibility=PUBLIC",OK
2021-09-09 20:23:29.523,acme.testing.manager.task.ManagerTaskListTest,listPositive,2734,"[9] recordIndex=6, user=manager1, password=manager1, title=Pour filling into pan, description=Pour the cream cheese filling into the springform pan, over the graham cracker bottom layer. Smooth the top with a rubber spatula., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 21:30, end=2021/06/13 22:30, visibility=PUBLIC",OK
2021-09-09 20:23:32.809,acme.testing.manager.task.ManagerTaskListTest,listPositive,2976,"[10] recordIndex=7, user=manager1, password=manager1, title=Carefully pour the hot water into the roasting pan., description=(Without touching the hot oven), to create a water bath for the cheesecake, pouring until the water reaches halfway up the side of the springform pan, about 1 1/4 inches. (Alternatively you can add the water before putting the pan in the oven, whichever is easier for you.), workload=41.19, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 23:30, end=2021/06/14 00:30, visibility=PUBLIC",OK
2021-09-09 20:23:35.895,acme.testing.manager.task.ManagerTaskListTest,listPositive,2781,"[11] recordIndex=8, user=manager1, password=manager1, title=A, description=Crack open the oven door 1-inch, and let the cake cool in the oven, as the oven cools, for another hour. This gentle cooling will help prevent the cheesecake surface from cracking., workload=5.19, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 01:30, end=2023/06/13 02:30, visibility=PUBLIC",OK
2021-09-09 20:23:39.467,acme.testing.manager.task.ManagerTaskListTest,listPositive,3271,"[12] recordIndex=9, user=manager1, password=manager1, title=Chill 4 hours, description=Cover the top of the cheesecake with foil, so that it doesn't actually touch the cheesecake. Chill in the refrigerator for a minimum of 4 hours, or overnight., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 02:30, end=2021/06/13 03:30, visibility=PRIVATE",OK
2021-09-09 20:23:55.749,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,5857,"[1] id=32",OK
2021-09-09 20:24:00.735,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,4468,"[2] id=34",OK
2021-09-09 20:24:05.918,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,4888,"[3] id=36",OK
2021-09-09 20:24:09.261,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,3062,"[1] id=51, user=administrator, password=administrator",OK
2021-09-09 20:24:12.587,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,3032,"[2] id=52, user=manager2, password=manager2",OK
2021-09-09 20:24:16.421,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,3553,"[3] id=52, user=authenticated, password=authenticated",OK
2021-09-09 20:24:21.786,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,4791,"[4] id=32, user=manager2, password=manager2",OK
2021-09-09 20:24:34.532,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3758,"[1] recordIndex=0, user=manager2, password=manager2, title=Process graham crackers, mix with sugar, salt, butter, description=Pulse the graham crackers in a food processor or blender until finely ground. Put in a large bowl, and stir in the sugar and salt. Stir in the melted butter. Preheat oven to 350°F (175°C), with rack in lower third of oven., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/13 12:30, endPeriod=2021/04/13 14:30, visibility=PUBLIC",OK
2021-09-09 20:24:39.025,acme.testing.manager.task.ManagerTaskShowTest,showPositive,4230,"[2] recordIndex=1, user=manager2, password=manager2, title=Bake the crust, description=Place the pan on a baking sheet and bake at 350°F (175°C) for 10 minutes. Remove from the oven and let cool. While the crust is cooling, you can skip ahead and start on the filling. Wait until the crust has cooled to wrap the pan in foil in the next step., workload=8.00, link=null, startPeriod=2021/04/23 14:00, endPeriod=2021/04/24 15:15, visibility=PRIVATE",OK
2021-09-09 20:24:43.002,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3697,"[3] recordIndex=0, user=manager1, password=manager1, title=Press the graham cracker crumbs into the bottom of the springform pan, description=Use a 9” x 2-3/4” round springform pan. Gently press down on the crumbs using your fingers, until the crumbs are a nice even layer at the bottom of the pan, with maybe just a slight rise along the inside edges of the pan., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/20 14:30, endPeriod=2021/04/20 15:30, visibility=PRIVATE",OK
2021-09-09 20:24:47.531,acme.testing.manager.task.ManagerTaskShowTest,showPositive,4226,"[4] recordIndex=1, user=manager1, password=manager1, title=Beat cream cheese, then sugar, description=Cut the cream cheese into chunks and place in the bowl of an electric mixer, with the paddle attachment. Mix on medium speed for 4 minutes until smooth, soft and creamy. Add the sugar, beat for 4 minutes more., workload=8.00, link=null, startPeriod=2021/04/24 00:30, endPeriod=2021/04/25 01:15, visibility=PUBLIC",OK
2021-09-09 20:24:51.711,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3846,"[5] recordIndex=2, user=manager1, password=manager1, title=Prepare the raspberry sauce, description=Place raspberries, sugar, and water in a small saucepan. Use a potato masher to mash the raspberries. Heat on medium, whisking, about 5 minutes, until the sauce begins to thicken. Remove from heat. Let cool., workload=0.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/25 14:30, endPeriod=2021/04/25 16:30, visibility=PUBLIC",OK
2021-09-09 20:24:55.697,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3686,"[6] recordIndex=3, user=manager1, password=manager1, title=Sauté the onion and garlic, description=Heat the olive oil in a large skillet over medium. Add 3/4 of the sliced onion and sauté until nearly tender, about 5 minutes. Add the garlic and sauté to soften, 2 minutes., workload=0.01, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/25 19:30, endPeriod=2021/04/25 20:15, visibility=PRIVATE",OK
2021-09-09 20:24:59.324,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3277,"[7] recordIndex=4, user=manager1, password=manager1, title=Triple wrap pan in heavy duty foil, description=Prepare the springform pan so that no water leaks into it while cooking. Place a large 18-inch by 18-inch square of heavy duty aluminum foil on a flat surface. Place the springform pan in the middle of the foil. Gently fold up the sides of the foil around the pan. Make sure to do this gently so that you don't create any holes in the foil., workload=89.35, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/25 20:10, endPeriod=2023/04/25 22:30, visibility=PRIVATE",OK
2021-09-09 20:25:03.266,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3339,"[8] recordIndex=5, user=manager1, password=manager1, title=Add the heavy cream, description=Beat until incorporated. Remember to scrape down the sides of the mixer bowl, and scrape up any thicker bits of cream cheese that have stuck to the bottom of the mixer that paddle attachment has failed to incorporate., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/06/13 19:30, endPeriod=2021/06/13 20:30, visibility=PUBLIC",OK
