timestamp,test-class,test-method,time,description,result
2021-09-10 10:23:14.715,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7172,"[4] recordIndex=13, title=a, description=a, workload=1.00, link=http://AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA.es, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PUBLIC",OK
2021-09-10 10:23:22.195,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7193,"[5] recordIndex=14, title=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, description=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, workload=1.00, link=http://example.org, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PUBLIC",OK
2021-09-10 10:23:29.551,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7105,"[6] recordIndex=15, title=Task 2: Startup project, description=Add tools in workspace, workload=1.59, link=null, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PRIVATE",OK
2021-09-10 10:23:34.916,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5102,"[7] recordIndex=16, title=Task 2: Startup project, description=Add tools in workspace, workload=0.01, link=null, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PRIVATE",OK
2021-09-10 10:23:40.334,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5163,"[8] recordIndex=17, title=Task 2: Startup project, description=Add tools in workspace, workload=0.00, link=null, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PRIVATE",OK
2021-09-10 10:23:46.879,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6286,"[9] recordIndex=18, title=Task 2: Startup project, description=Add tools in workspace, workload=1.00, link=null, startPeriod=2022/09/13 10:30, endPeriod=2022/09/13 12:30, visibility=PRIVATE",OK
2021-09-10 10:23:50.557,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3401,"[1] recordIndex=0, title=Task 1: Initialize project, description=Create a new repository in Git and upload the StarterProject, workload=1.00, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=null, visibility=PUBLIC",OK
2021-09-10 10:23:54.638,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3779,"[2] recordIndex=1, title=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, description=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, workload=1.00, link=http://example.org, startPeriod=null, endPeriod=2021/09/13 11:30, visibility=PRIVATE",OK
2021-09-10 10:23:58.043,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3129,"[3] recordIndex=2, title=Task 1: Initialize project, description=Create a new repository in Git and upload the StarterProject, workload=null, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=null",OK
2021-09-10 10:24:01.781,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3450,"[4] recordIndex=3, title=Task 1: Initialize project, description=null, workload=1.00, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PUBLIC",OK
2021-09-10 10:24:05.418,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3395,"[5] recordIndex=4, title=null, description=Create a new repository in Git and upload the StarterProject, workload=1.00, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PUBLIC",OK
2021-09-10 10:24:08.773,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3102,"[6] recordIndex=5, title=null, description=null, workload=null, link=null, startPeriod=null, endPeriod=null, visibility=null",OK
2021-09-10 10:24:12.236,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3210,"[7] recordIndex=6, title=Example title, description=Example description, workload=0.01, link=http://lol.org, startPeriod=2021/09/15 10:30, endPeriod=2021/09/15 10:29, visibility=null",OK
2021-09-10 10:24:15.905,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3398,"[8] recordIndex=7, title=Example title, description=Example description, workload=0.00, link=null, startPeriod=10:30, endPeriod=2021/09/15 10:30, visibility=PRIVATE",OK
2021-09-10 10:24:20.147,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3444,"[9] recordIndex=8, title=Example title, description=Example description, workload=0.02, link=http://AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA.com, startPeriod=10:30, endPeriod=2021/09/15 10:31, visibility=PUBLIC",OK
2021-09-10 10:24:23.842,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3403,"[10] recordIndex=9, title=Example title, description=Example description, workload=0.50, link=http:/err.org, startPeriod=2021/09/15 10:00, endPeriod=2021/09/15 10:30, visibility=PRIVATE",OK
2021-09-10 10:24:27.504,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3364,"[11] recordIndex=10, title=Example title, description=Example description, workload=10000, link=null, startPeriod=2021/09/13 10:30, endPeriod=2022/09/13 11:30, visibility=PUBLIC",OK
2021-09-10 10:24:31.269,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3508,"[12] recordIndex=11, title=Example title, description=Example description, workload=15000, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2022/09/13 11:30, visibility=PUBLIC",OK
2021-09-10 10:24:34.989,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3369,"[13] recordIndex=12, title=Example title, description=Example description, workload=0.502, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PUBLIC",OK
2021-09-10 10:24:38.879,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3606,"[14] recordIndex=13, title=Example title, description=Example description, workload=0.5026, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PRIVATE",OK
2021-09-10 10:24:42.656,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3515,"[15] recordIndex=14, title=Example title, description=Example description, workload=-1, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PRIVATE",OK
2021-09-10 10:24:46.319,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,3376,"[16] recordIndex=15, title=Example title, description=Example description, workload=1.01, link=http://example.org, startPeriod=2021/09/13 10:30, endPeriod=2021/09/13 11:30, visibility=PRIVATE",OK
2021-09-10 10:24:59.033,acme.testing.manager.task.ManagerTaskListTest,listPositive,4717,"[1] recordIndex=0, user=manager2, password=manager2, title=Process graham crackers, mix with sugar, salt, butter, description=Pulse the graham crackers in a food processor or blender until finely ground. Put in a large bowl, and stir in the sugar and salt. Stir in the melted butter. Preheat oven to 350°F (175°C), with rack in lower third of oven., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/13 12:30, end=2021/04/13 14:30, visibility=PUBLIC",OK
2021-09-10 10:25:03.591,acme.testing.manager.task.ManagerTaskListTest,listPositive,4280,"[2] recordIndex=1, user=manager2, password=manager2, title=Bake the crust, description=Place the pan on a baking sheet and bake at 350°F (175°C) for 10 minutes. Remove from the oven and let cool. While the crust is cooling, you can skip ahead and start on the filling. Wait until the crust has cooled to wrap the pan in foil in the next step., workload=8.00, link=null, start=2021/04/23 14:00, end=2021/04/24 15:15, visibility=PRIVATE",OK
2021-09-10 10:25:08.553,acme.testing.manager.task.ManagerTaskListTest,listPositive,4692,"[3] recordIndex=0, user=manager1, password=manager1, title=Press the graham cracker crumbs into the bottom of the springform pan, description=Use a 9” x 2-3/4” round springform pan. Gently press down on the crumbs using your fingers, until the crumbs are a nice even layer at the bottom of the pan, with maybe just a slight rise along the inside edges of the pan., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/20 14:30, end=2021/04/20 15:30, visibility=PRIVATE",OK
2021-09-10 10:25:14.048,acme.testing.manager.task.ManagerTaskListTest,listPositive,5203,"[4] recordIndex=1, user=manager1, password=manager1, title=Beat cream cheese, then sugar, description=Cut the cream cheese into chunks and place in the bowl of an electric mixer, with the paddle attachment. Mix on medium speed for 4 minutes until smooth, soft and creamy. Add the sugar, beat for 4 minutes more., workload=8.00, link=null, start=2021/04/24 00:30, end=2021/04/25 01:15, visibility=PUBLIC",OK
2021-09-10 10:25:19.205,acme.testing.manager.task.ManagerTaskListTest,listPositive,4779,"[5] recordIndex=2, user=manager1, password=manager1, title=Prepare the raspberry sauce, description=Place raspberries, sugar, and water in a small saucepan. Use a potato masher to mash the raspberries. Heat on medium, whisking, about 5 minutes, until the sauce begins to thicken. Remove from heat. Let cool., workload=0.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/25 14:30, end=2021/04/25 16:30, visibility=PUBLIC",OK
2021-09-10 10:25:24.126,acme.testing.manager.task.ManagerTaskListTest,listPositive,4645,"[6] recordIndex=3, user=manager1, password=manager1, title=Sauté the onion and garlic, description=Heat the olive oil in a large skillet over medium. Add 3/4 of the sliced onion and sauté until nearly tender, about 5 minutes. Add the garlic and sauté to soften, 2 minutes., workload=0.01, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/25 19:30, end=2021/04/25 20:15, visibility=PRIVATE",OK
2021-09-10 10:25:29.009,acme.testing.manager.task.ManagerTaskListTest,listPositive,4595,"[7] recordIndex=4, user=manager1, password=manager1, title=Triple wrap pan in heavy duty foil, description=Prepare the springform pan so that no water leaks into it while cooking. Place a large 18-inch by 18-inch square of heavy duty aluminum foil on a flat surface. Place the springform pan in the middle of the foil. Gently fold up the sides of the foil around the pan. Make sure to do this gently so that you don't create any holes in the foil., workload=89.35, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/04/25 20:10, end=2023/04/25 22:30, visibility=PRIVATE",OK
2021-09-10 10:25:33.845,acme.testing.manager.task.ManagerTaskListTest,listPositive,4568,"[8] recordIndex=5, user=manager1, password=manager1, title=Add the heavy cream, description=Beat until incorporated. Remember to scrape down the sides of the mixer bowl, and scrape up any thicker bits of cream cheese that have stuck to the bottom of the mixer that paddle attachment has failed to incorporate., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 19:30, end=2021/06/13 20:30, visibility=PUBLIC",OK
2021-09-10 10:25:38.421,acme.testing.manager.task.ManagerTaskListTest,listPositive,4266,"[9] recordIndex=6, user=manager1, password=manager1, title=Pour filling into pan, description=Pour the cream cheese filling into the springform pan, over the graham cracker bottom layer. Smooth the top with a rubber spatula., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 21:30, end=2021/06/13 22:30, visibility=PUBLIC",OK
2021-09-10 10:25:42.904,acme.testing.manager.task.ManagerTaskListTest,listPositive,4189,"[10] recordIndex=7, user=manager1, password=manager1, title=Carefully pour the hot water into the roasting pan., description=(Without touching the hot oven), to create a water bath for the cheesecake, pouring until the water reaches halfway up the side of the springform pan, about 1 1/4 inches. (Alternatively you can add the water before putting the pan in the oven, whichever is easier for you.), workload=41.19, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 23:30, end=2021/06/14 00:30, visibility=PUBLIC",OK
2021-09-10 10:25:48.229,acme.testing.manager.task.ManagerTaskListTest,listPositive,4903,"[11] recordIndex=8, user=manager1, password=manager1, title=A, description=Crack open the oven door 1-inch, and let the cake cool in the oven, as the oven cools, for another hour. This gentle cooling will help prevent the cheesecake surface from cracking., workload=5.19, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 01:30, end=2023/06/13 02:30, visibility=PUBLIC",OK
2021-09-10 10:25:53.27,acme.testing.manager.task.ManagerTaskListTest,listPositive,4404,"[12] recordIndex=9, user=manager1, password=manager1, title=Chill 4 hours, description=Cover the top of the cheesecake with foil, so that it doesn't actually touch the cheesecake. Chill in the refrigerator for a minimum of 4 hours, or overnight., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, start=2021/06/13 02:30, end=2021/06/13 03:30, visibility=PRIVATE",OK
2021-09-10 10:26:05.872,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,3939,"[1] id=32",OK
2021-09-10 10:26:10.91,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,4797,"[2] id=34",OK
2021-09-10 10:26:14.943,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,3776,"[3] id=36",OK
2021-09-10 10:26:18.199,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,2996,"[1] id=51, user=administrator, password=administrator",OK
2021-09-10 10:26:21.303,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,2859,"[2] id=52, user=manager2, password=manager2",OK
2021-09-10 10:26:24.469,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,2900,"[3] id=52, user=authenticated, password=authenticated",OK
2021-09-10 10:26:27.664,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,2898,"[4] id=32, user=manager2, password=manager2",OK
2021-09-10 10:26:39.012,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3303,"[1] recordIndex=0, user=manager2, password=manager2, title=Process graham crackers, mix with sugar, salt, butter, description=Pulse the graham crackers in a food processor or blender until finely ground. Put in a large bowl, and stir in the sugar and salt. Stir in the melted butter. Preheat oven to 350°F (175°C), with rack in lower third of oven., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/13 12:30, endPeriod=2021/04/13 14:30, visibility=PUBLIC",OK
2021-09-10 10:26:42.417,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3153,"[2] recordIndex=1, user=manager2, password=manager2, title=Bake the crust, description=Place the pan on a baking sheet and bake at 350°F (175°C) for 10 minutes. Remove from the oven and let cool. While the crust is cooling, you can skip ahead and start on the filling. Wait until the crust has cooled to wrap the pan in foil in the next step., workload=8.00, link=null, startPeriod=2021/04/23 14:00, endPeriod=2021/04/24 15:15, visibility=PRIVATE",OK
2021-09-10 10:26:45.696,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3020,"[3] recordIndex=0, user=manager1, password=manager1, title=Press the graham cracker crumbs into the bottom of the springform pan, description=Use a 9” x 2-3/4” round springform pan. Gently press down on the crumbs using your fingers, until the crumbs are a nice even layer at the bottom of the pan, with maybe just a slight rise along the inside edges of the pan., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/20 14:30, endPeriod=2021/04/20 15:30, visibility=PRIVATE",OK
2021-09-10 10:26:49.079,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3121,"[4] recordIndex=1, user=manager1, password=manager1, title=Beat cream cheese, then sugar, description=Cut the cream cheese into chunks and place in the bowl of an electric mixer, with the paddle attachment. Mix on medium speed for 4 minutes until smooth, soft and creamy. Add the sugar, beat for 4 minutes more., workload=8.00, link=null, startPeriod=2021/04/24 00:30, endPeriod=2021/04/25 01:15, visibility=PUBLIC",OK
2021-09-10 10:26:52.416,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3073,"[5] recordIndex=2, user=manager1, password=manager1, title=Prepare the raspberry sauce, description=Place raspberries, sugar, and water in a small saucepan. Use a potato masher to mash the raspberries. Heat on medium, whisking, about 5 minutes, until the sauce begins to thicken. Remove from heat. Let cool., workload=0.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/25 14:30, endPeriod=2021/04/25 16:30, visibility=PUBLIC",OK
2021-09-10 10:26:55.71,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3051,"[6] recordIndex=3, user=manager1, password=manager1, title=Sauté the onion and garlic, description=Heat the olive oil in a large skillet over medium. Add 3/4 of the sliced onion and sauté until nearly tender, about 5 minutes. Add the garlic and sauté to soften, 2 minutes., workload=0.01, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/25 19:30, endPeriod=2021/04/25 20:15, visibility=PRIVATE",OK
2021-09-10 10:26:58.997,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3013,"[7] recordIndex=4, user=manager1, password=manager1, title=Triple wrap pan in heavy duty foil, description=Prepare the springform pan so that no water leaks into it while cooking. Place a large 18-inch by 18-inch square of heavy duty aluminum foil on a flat surface. Place the springform pan in the middle of the foil. Gently fold up the sides of the foil around the pan. Make sure to do this gently so that you don't create any holes in the foil., workload=89.35, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/04/25 20:10, endPeriod=2023/04/25 22:30, visibility=PRIVATE",OK
2021-09-10 10:27:02.515,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3224,"[8] recordIndex=5, user=manager1, password=manager1, title=Add the heavy cream, description=Beat until incorporated. Remember to scrape down the sides of the mixer bowl, and scrape up any thicker bits of cream cheese that have stuck to the bottom of the mixer that paddle attachment has failed to incorporate., workload=1.00, link=https://www.simplyrecipes.com/recipes/perfect_cheesecake/, startPeriod=2021/06/13 19:30, endPeriod=2021/06/13 20:30, visibility=PUBLIC",OK
